Synonym	Gene	baseMean	Ketamine log2FC	Ketamine stat	Ketamine padj	Ketamine log10FC	Propofol log2FC	Propofol stat	Propofol padj	Propofol log10FC
VK055_4692	hda	10.076616734034099	-7.215202343500639	-3.44004393552751	0.0139154199149291	-2.1719923301787443	-7.229658845	-3.4469364660000004	0.014586598000000001	-2.1763441707624134
VK055_4701	purC	24.665680643807896	-8.50689627074221	-5.19933702557872	1.51382271468629e-05	-2.5608309474954654	-8.521352785	-5.208172715	1.65e-05	-2.565182791919804
VK055_4748	-	9.97043937711847	-7.182674897580321	-3.6281991188449103	0.007868486583987491	-2.1622005932743904	-6.235337252000001	-3.149668535	0.031311338	-1.8770235459330207
VK055_4794	aroC	20.7864220756029	-8.26001325763192	-4.86591689861418	7.25436736826968e-05	-2.486511755129364	-8.27446977	-4.874433131	7.79e-05	-2.4908635989848436
VK055_4805	truA	8.376695067948809	-6.94874625428483	-3.1573128924589904	0.0284496182451033	-2.091781054797468	-6.963202752999999	-3.163881515	0.030214242000000002	-2.0961328945430115
VK055_4810	-	10.8614419278481	-7.32362779998491	-3.62862557964897	0.007868486583987491	-2.2046316448740697	-7.338084304	-3.63578832	0.008121248000000001	-2.2089834862150486
VK055_4811	purF	56.0958910340277	-9.69230233851385	-6.71585488612505	6.4861895916591104e-09	-2.917673730936819	-9.706758857	-6.725871895	6.44e-09	-2.922025576634021
VK055_4883	rcsB	8.89348857664467	-6.052256076069519	-2.95600212314578	0.04504928953031599	-1.8219106203365112	-7.028506599999999	-3.432815825	0.015018543999999998	-2.115791311322263
VK055_4896	-	28.716882313248895	-5.260858056352999	-3.89653455956942	0.00358644042882825	-1.5836760778927639	-8.703749032000001	-5.146597927	2.13e-05	-2.6200895333633407
VK055_5012	galF	19.1746432962244	-6.23908278117027	-3.89852312433985	0.00358644042882825	-1.8781510625629059	-8.138523199	-4.756491028	0.000130168	-2.44993960330618
VK055_5014	wzi	35.3401871607522	-8.0529280825277	-5.34838232242959	7.539604820041909e-06	-2.424172905765666	-8.067384599999999	-5.357983672	8.28e-06	-2.4285247511576684
VK055_5015	wza	27.243169611069103	-8.64248710854599	-5.4034518887007685	5.6695285807987805e-06	-2.6016478568116126	-7.695148823999999	-4.811157474	0.000103752	-2.31647061712241
VK055_5038	hisE	50.8900193963258	-3.89715420616412	-3.1011146656271897	0.0326260093252847	-1.173160313783451	-5.026360294	-3.88263985	0.003934547	-1.5130852175084273
VK055_5039	hisF	19.5259511895076	-8.1698365918793	-4.73700621050985	0.000122020073490299	-2.4593658738288604	-8.184293104	-4.745388335	0.000135422	-2.463717717609871
VK055_5040	hisA	9.03283068722514	-7.0576965423652505	-3.2949800701420293	0.0202506519061823	-2.1245783595459065	-7.072153042999999	-3.301729281	0.021710973999999997	-2.128930199869301
VK055_5042	-	29.3903824817532	-8.75983146636847	-5.49111003049296	3.6147094812016195e-06	-2.636972028338106	-8.774287981	-5.500172113	4.2e-06	-2.6413238728749526
VK055_5043	hisC	14.3273715073877	-7.723270717214861	-4.11790085081642	0.0016098358093882199	-2.3249361505149424	-7.737727225	-4.125608786	0.001652694	-2.3292879929908192
VK055_5044	-	16.8161796072534	-7.95437933971696	-4.38686261771585	0.000576788028213705	-2.394506778144658	-7.9688358489999995	-4.394835424	0.000609313	-2.3988586210714478
VK055_5102	iroC	149.18992256592801	-4.00610115528881	-6.11002797944064	1.5949681829175e-07	-1.2059566134060606	-4.105089985	-6.246162009	9.8e-08	-1.2357552203848028
